,Marca,Modelo,Precio,Potencia,Tipo vendedor,Categoría,Tipo de vehículo,puertas,Versión del país,Garantía,Kilometraje,Año,Tipo de cambio,Capacidad,Consumo de combustible,Color exterior,Color original,Tracción,plazas,Número de marchas,Número de cilindros,Peso,Tipo de combustible,Mes,Ciudad,CP,provincia
12808,Land Rover,Range Rover,29000.0,126.0,Prof.,SUV/4x4/Pickup,Clásica,5,España,12,160.0,1982,Manual,999.0,4.3,Rojo,Rojo,Tracción delantera,5.0,5.0,3.0,1191.0,Gasolina,5,San sebastian de los reyes,28703,Madrid
12809,Land Rover,Defender,39200.0,122.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,86000.0,2012,Manual,6749.0,15.9,Negro,Negro,Tracción trasera,5.0,6.0,12.0,2485.0,Diésel,8,Villanueva de córdoba,14440,Córdoba
12810,Land Rover,Range Rover Velar,34500.0,241.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,98468.0,2018,Automático,1997.0,4.2,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1575.0,Diésel,2,Logroño,26006,La Rioja
12811,Land Rover,Range Rover Evoque,15000.0,241.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,260000.0,2012,Automático,1560.0,4.3,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1350.0,Gasolina,6,Gelves,41120,Sevilla
12812,Land Rover,Range Rover,94000.0,340.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,30000.0,2020,Automático,999.0,5.4,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1279.0,Diésel,6,Alpedrete,28430,Madrid
12813,Land Rover,Range Rover,1827801.0,351.0,Prof.,SUV/4x4/Pickup,KM0,5,España,60,10.0,2023,Automático,1968.0,5.6,Gris,CARPATHIAN GREY,Tracción a las cuatro ruedas,5.0,7.0,4.0,1816.0,Diésel,11,Majadahonda,28222,Madrid
12814,Land Rover,Discovery,7000.0,190.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,252300.0,2006,Manual,6592.0,14.1,Verde,Verde,Tracción trasera,4.0,8.0,12.0,1995.0,Diésel,8,Málaga,29004,Málaga
12815,Land Rover,Range Rover Sport,39900.0,340.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,159700.0,2015,Automático,1199.0,4.3,Gris,Gris,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,5,Los montesinos,3187,Alicante/Alacant
12816,Land Rover,Range Rover Sport,59900.0,252.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,56000.0,2019,Automático,1200.0,6.2,Negro,Negro,Tracción delantera,5.0,8.0,4.0,1807.0,Diésel,7,Marbella,26302,Málaga
12817,Land Rover,Range Rover Evoque,19890.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,129000.0,2017,Automático,1499.0,3.9,Otros,Otros,Tracción delantera,5.0,5.0,4.0,1289.0,Diésel,1,San fernando de henares,28830,Madrid
12818,Land Rover,Range Rover Sport,38990.0,258.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,88000.0,2017,Automático,1496.0,5.1,Gris,Gris,Tracción delantera,5.0,8.0,3.0,1441.0,Diésel,8,Valencia,46023,Valencia/València
12819,Land Rover,Range Rover Sport,139900.0,351.0,Prof.,SUV/4x4/Pickup,Demostración,5,España,12,700.0,2023,Automático,1199.0,4.3,Gris,Satin Eiger Grey,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,5,Malaga,29660,Málaga
12820,Land Rover,Range Rover Sport,59900.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,39000.0,2020,Automático,1598.0,4.1,Gris,Gris,Tracción delantera,7.0,6.0,4.0,1658.0,Gasolina,9,Barcelona,8028,Barcelona
12821,Land Rover,Range Rover Velar,65000.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,21000.0,2018,Automático,1560.0,4.7,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1485.0,Diésel,9,Malaga,29004,Málaga
12822,Land Rover,Range Rover,24990.0,155.0,Prof.,SUV/4x4/Pickup,Clásica,3,España,12,142000.0,1989,Manual,999.0,4.3,Plateado,Plateado,Tracción delantera,5.0,5.0,3.0,1191.0,Gasolina,4,Sunbilla,31791,Navarra
12823,Land Rover,Discovery Sport,19550.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,97739.0,2018,Manual,1968.0,4.3,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1332.0,Diésel,2,Manresa,8241,Barcelona
12824,Land Rover,Defender,16800.0,122.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,220000.0,2004,Manual,6592.0,14.1,Blanco,Blanco,Tracción trasera,4.0,8.0,12.0,1995.0,Diésel,4,Algodonales,11680,Cádiz
12825,Land Rover,Range Rover Sport,43181.0,252.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,74594.0,2018,Automático,1598.0,3.6,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1273.0,Diésel,11,Terrassa,8227,Barcelona
12826,Land Rover,Range Rover Sport,39900.0,306.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,45000.0,2017,Automático,1199.0,4.3,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,3,Malaga,29006,Málaga
12827,Land Rover,Range Rover Sport,38787.0,258.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,86300.0,2017,Automático,1199.0,3.6,Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1273.0,Diésel,4,Madrid,28649,Madrid
12828,Land Rover,Defender,44500.0,122.0,Prof.,SUV/4x4/Pickup,Ocasión,3,España,12,65000.0,2014,Manual,6592.0,14.1,Blanco,Blanco,Tracción trasera,4.0,8.0,12.0,1995.0,Diésel,8,Villanueva de córdoba,14440,Córdoba
12829,Land Rover,Range Rover Sport,29980.0,306.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,190000.0,2016,Automático,1199.0,4.3,Gris,Gris,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,2,Parla,28982,Madrid
12830,Land Rover,Range Rover Evoque,32000.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,48000.0,2019,Automático,1499.0,4.3,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1165.0,Diésel,9,Pineda de mar,8397,Barcelona
12831,Land Rover,Range Rover Sport,27990.0,292.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,193000.0,2014,Automático,1499.0,4.2,Verde,Verde,Tracción delantera,5.0,6.0,4.0,1473.0,Diésel,5,Colmenar viejo,28770,Madrid
12832,Land Rover,Defender,86000.0,400.0,Prof.,SUV/4x4/Pickup,Ocasión,3,España,12,40000.0,2021,Automático,1998.0,8.4,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1725.0,Gasolina,2,Alcobendas,28108,Madrid
12833,Land Rover,Range Rover Velar,480001.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,50000.0,2019,Automático,1560.0,3.7,Gris-negro,Gris-negro,Tracción delantera,5.0,5.0,4.0,1235.0,Gasolina,5,Gelves,41120,Sevilla
12834,Land Rover,Range Rover Sport,9990.0,190.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,250.0,2008,Automático,1199.0,4.3,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,6,Malaga,29010,Málaga
12835,Land Rover,Range Rover Sport,39900.0,306.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,89900.0,2016,Automático,1199.0,3.6,Gris,Gris,Tracción delantera,5.0,6.0,3.0,1273.0,Diésel,6,Malaga,29006,Málaga
12836,Land Rover,Range Rover Velar,29990.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,87772.0,2017,Automático,1499.0,4.1,Otros,Otros,Tracción delantera,5.0,8.0,4.0,1505.0,Diésel,1,28100,28100,Madrid
12837,Land Rover,Defender,45000.0,122.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,260000.0,2003,Manual,1984.0,8.5,Willow Green,Willow Green,Tracción a las cuatro ruedas,5.0,7.0,4.0,1536.0,Diésel,4,Villanueva de la cañada,28691,Madrid
12838,Land Rover,Range Rover Sport,31970.0,258.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,139000.0,2016,Automático,1199.0,4.3,Verde,Verde,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,9,Sabadell,8201,Barcelona
12839,Land Rover,Range Rover Sport,39995.0,306.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,99500.0,2017,Automático,1560.0,4.7,Gris,CORRYS GREY,Tracción delantera,5.0,6.0,4.0,1350.0,Diésel,3,Sabadell,8207,Barcelona
12840,Land Rover,Range Rover Evoque,41990.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,57000.0,2019,Automático,1499.0,4.3,Rojo,Rojo,Tracción delantera,5.0,6.0,4.0,1473.0,Gasolina,6,Parla,28982,Madrid
12841,Land Rover,Range Rover Evoque,17500.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,150000.0,2016,Manual,1598.0,3.6,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1273.0,Diésel,11,Deltebre,43580,Tarragona
12842,Land Rover,Range Rover,6800.0,136.0,-,SUV/4x4/Pickup,Ocasión,5,España,6,290000.0,1997,Manual,1000.0,4.6,Verde,Verde,Tracción delantera,5.0,6.0,3.0,1191.0,Diésel,2,Torredelcampo,23640,Jaén
12843,Land Rover,Range Rover Evoque,20490.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,3,España,12,121500.0,2018,Automático,1499.0,4.3,Rojo,Rojo,Tracción delantera,5.0,6.0,4.0,1165.0,Diésel,2,28100,28100,Madrid
12844,Land Rover,Defender,48999.0,122.0,Prof.,SUV/4x4/Pickup,Ocasión,3,España,12,22000.0,2008,Manual,999.0,5.1,Gris,Gris,Tracción delantera,5.0,6.0,3.0,1313.0,Diésel,4,Zaragoza,50197,Zaragoza
12845,Land Rover,Discovery Sport,49500.0,204.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,17094.0,2022,Automático,1500.0,5.1,Gris,Gris,Tracción delantera,5.0,6.0,3.0,1339.0,Diésel,7,Malaga,29004,Málaga
12846,Land Rover,Range Rover Sport,85000.0,299.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,18000.0,2021,Automático,1248.0,6.4,Negro,Negro,Tracción delantera,5.0,5.0,4.0,1393.0,Diésel,4,San pedro de alcantara,29670,Málaga
12847,Land Rover,Range Rover Evoque,18454.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,120831.0,2016,Automático,1498.0,4.3,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1350.0,Diésel,9,Terrassa,8227,Barcelona
12848,Land Rover,Range Rover Evoque,19500.0,190.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,101000.0,2015,Automático,1199.0,4.3,Burdeos,FIRENZE RED,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,1,Rajadell,8256,Barcelona
12849,Land Rover,Discovery Sport,18490.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,107000.0,2017,Manual,999.0,6.1,Negro,Negro,Tracción delantera,5.0,5.0,3.0,1099.0,Diésel,1,Fuenlabrada,28947,Madrid
12850,Land Rover,Range Rover Evoque,25900.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,63000.0,2019,Automático,1499.0,4.2,Gris,Gris,Tracción delantera,5.0,5.0,4.0,1473.0,Diésel,2,Malaga,29006,Málaga
12851,Land Rover,Range Rover Sport,55363.0,306.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,35938.0,2019,Automático,1600.0,6.2,Blanco,Blanco,Tracción delantera,5.0,8.0,4.0,1807.0,Diésel,3,Mérida,6800,Badajoz
12852,Land Rover,Defender,28500.0,122.0,Prof.,Cabrio,Ocasión,3,España,12,88731.0,1998,Manual,999.0,4.6,Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1134.0,Diésel,4,Algodonales,11680,Cádiz
12853,Land Rover,Range Rover Velar,39000.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,85234.0,2018,Automático,1199.0,5.4,Negro,Santorini Black,Tracción delantera,7.0,6.0,3.0,1495.0,Diésel,5,Murcia,30120,Murcia
12854,Land Rover,Range Rover Sport,1399901.0,300.0,Prof.,SUV/4x4/Pickup,Demostración,5,España,36,5000.0,2023,Automático,1498.0,4.3,Rojo,Rojo,Tracción delantera,5.0,6.0,4.0,1350.0,Diésel,7,Vilagarcia de arousa,36600,Pontevedra
12855,Land Rover,Range Rover Velar,53000.0,379.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,74600.0,2018,Automático,1499.0,3.8,Gris,Gris,Tracción delantera,5.0,8.0,4.0,1235.0,Gasolina,1,Alpedrete,28430,Madrid
12856,Land Rover,Discovery Sport,184991.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,92224.0,2016,Manual,1968.0,4.7,Negro,Negro,Tracción delantera,5.0,7.0,4.0,1724.0,Diésel,3,Sevilla,41007,Sevilla
12857,Land Rover,Range Rover Sport,10500.0,190.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,165900.0,2006,Automático,1199.0,4.3,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,3,Málaga,29004,Málaga
12858,Land Rover,Defender,48000.0,111.0,Prof.,Cabrio,Ocasión,3,España,12,170000.0,1997,Manual,999.0,5.2,Azul,AZUL,Tracción delantera,5.0,6.0,3.0,1215.0,Diésel,9,Alcobendas,28100,Madrid
12859,Land Rover,Range Rover Sport,59900.0,551.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,129500.0,2015,Automático,1199.0,5.1,Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1165.0,Gasolina,7,Sabadell,8205,Barcelona
12860,Land Rover,Range Rover Sport,39980.0,306.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,180000.0,2018,Automático,1398.0,5.1,Blanco,Blanco,Tracción delantera,5.0,5.0,4.0,1163.0,Diésel,6,Parla,28982,Madrid
12861,Land Rover,Range Rover Sport,36900.0,258.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,149000.0,2017,Automático,1199.0,5.1,Gris,Gris,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,7,Alfaz del pi,3581,Alicante/Alacant
12862,Land Rover,Range Rover Evoque,18490.0,190.0,Prof.,SUV/4x4/Pickup,Ocasión,3,España,12,133044.0,2014,Automático,1499.0,4.2,Otros,Otros,Tracción delantera,5.0,6.0,4.0,1473.0,Diésel,12,28100,28100,Madrid
12863,Land Rover,Range Rover Sport,59900.0,306.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,58000.0,2018,Automático,1499.0,5.1,Rojo,Firenze Red,Tracción delantera,5.0,6.0,4.0,1165.0,Diésel,10,Malaga,29660,Málaga
12864,Land Rover,Range Rover Sport,68500.0,252.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,27700.0,2020,Automático,1560.0,4.3,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1350.0,Diésel,7,San sebastian de los reyes,28703,Madrid
12865,Land Rover,Range Rover Evoque,20490.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,54813.0,2018,Manual,1598.0,3.9,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1350.0,Diésel,7,Sevilla,41007,Sevilla
12866,Land Rover,Defender,77990.0,200.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,23900.0,2022,Automático,1600.0,4.6,Azul,Tasman Blue - metalizada,Tracción delantera,5.0,6.0,4.0,1279.0,Diésel,4,Pinto,28320,Madrid
12867,Land Rover,Range Rover Sport,158501.0,256.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,243000.0,2012,Automático,1398.0,5.1,Blanco,Blanco,Tracción delantera,5.0,5.0,4.0,1163.0,Diésel,3,Numancia de la sagra,45230,Toledo
12868,Land Rover,Defender,37500.0,122.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,93000.0,2013,Manual,1498.0,5.4,Verde,Verde,Tracción delantera,5.0,6.0,4.0,1301.0,Diésel,8,Villanueva de córdoba,14440,Córdoba
12869,Land Rover,Range Rover,990001.0,566.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,62500.0,2019,Automático,1968.0,4.7,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1483.0,Gasolina,1,Marbella,26302,Málaga
12870,Land Rover,Range Rover Evoque,249901.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,77429.0,2019,Automático,1199.0,3.6,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1205.0,Diésel,1,Sedavi,46910,Valencia/València
12871,Land Rover,Discovery Sport,189001.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,143900.0,2017,Automático,1600.0,4.9,Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1313.0,Diésel,11,Pinto,28320,Madrid
12872,Land Rover,Defender,39900.0,122.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,65001.0,2013,Manual,1000.0,5.4,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1301.0,Diésel,8,Villanueva de córdoba,14440,Córdoba
12873,Land Rover,Discovery,4850.0,111.0,Prof.,SUV/4x4/Pickup,Ocasión,3,España,12,154226.0,1996,Manual,1498.0,5.8,Verde,Verde,Tracción delantera,5.0,6.0,4.0,1578.0,Diésel,12,Badajoz,6008,Badajoz
12874,Land Rover,Range Rover Evoque,20490.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,99900.0,2018,Automático,1598.0,3.6,Gris,Gris,Tracción delantera,5.0,8.0,4.0,1807.0,Diésel,4,Humanes de madrid.,28970,Madrid
12875,Land Rover,Discovery Sport,21090.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,78206.0,2015,Automático,999.0,5.1,Rojo,Rojo,Tracción delantera,5.0,6.0,3.0,1313.0,Diésel,11,Calella,8370,Barcelona
12876,Land Rover,Range Rover Evoque,46990.0,200.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,40000.0,2019,Automático,1199.0,5.1,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1173.0,Gasolina,7,Gandia,46701,Valencia/València
12877,Land Rover,Range Rover Evoque,30990.0,241.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,79900.0,2020,Automático,1499.0,4.3,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1473.0,Diésel,2,Valladolid,47009,Valladolid
12878,Land Rover,Range Rover Sport,46990.0,252.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,154990.0,2019,Automático,1199.0,4.7,Blanco,Fuji white,Tracción delantera,5.0,6.0,3.0,1173.0,Diésel,4,Cordoba,14005,Córdoba
12879,Land Rover,Discovery Sport,21182.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,77014.0,2017,Automático,999.0,5.8,Blanco,Blanco,Tracción delantera,5.0,7.0,3.0,1235.0,Diésel,6,Terrassa,8227,Barcelona
12880,Land Rover,Range Rover Sport,640001.0,306.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,86988.0,2019,Automático,1496.0,3.6,Rojo,Rojo,Tracción delantera,5.0,6.0,3.0,1296.0,Diésel,1,Madrid,28043,Madrid
12881,Land Rover,Range Rover Velar,44900.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,64465.0,2019,Automático,1499.0,3.8,Gris,Gris,Tracción delantera,5.0,8.0,4.0,1235.0,Diésel,4,Alcala de guadaira,41500,Sevilla
12882,Land Rover,Discovery,51890.0,306.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,36000.0,2020,Automático,999.0,4.6,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1578.0,Diésel,1,Lugones,33420,Asturias
12883,Land Rover,Range Rover,89900.0,575.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,61712.0,2018,Automático,1500.0,5.1,Amarillo,Ruffina Red SVO,Tracción delantera,5.0,6.0,4.0,1388.0,Gasolina,7,Madrid,28015,Madrid
12884,Land Rover,Range Rover Evoque,540001.0,179.0,Prof.,Cabrio,Ocasión,2,España,12,40700.0,2018,Automático,1199.0,4.3,Negro,Santorini Black,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,6,Talavera de la reina,45600,Toledo
12885,Land Rover,Discovery Sport,18136.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,118475.0,2015,Automático,999.0,4.6,Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1235.0,Diésel,12,Terrassa,8227,Barcelona
12886,Land Rover,Defender,46900.0,122.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,87671.0,2011,Manual,1598.0,3.7,Gris,Gris,Tracción delantera,5.0,5.0,4.0,1243.0,Diésel,4,Malaga,29004,Málaga
12887,Land Rover,Range Rover Velar,42900.0,179.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,47600.0,2020,Automático,1499.0,3.6,Blanco,Blanco,Tracción delantera,5.0,8.0,4.0,1255.0,Diésel,2,A estrada,36680,Pontevedra
12888,Land Rover,Range Rover Sport,18950.0,245.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,181000.0,2010,Automático,1398.0,5.1,Gris,Gris,Tracción delantera,5.0,5.0,4.0,1163.0,Diésel,11,Torrijos,45500,Toledo
12889,Land Rover,Range Rover,59500.0,340.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,68500.0,2014,Automático,999.0,4.3,Negro,Negro,Tracción delantera,5.0,5.0,3.0,1191.0,Diésel,4,Málaga,29004,Málaga
12890,Land Rover,Range Rover,12000.0,224.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,224000.0,1998,Automático,1500.0,5.1,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1313.0,Gasolina,9,Cobeña,28863,Madrid
12891,Land Rover,Range Rover Velar,51900.0,381.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,70000.0,2018,Automático,1560.0,4.5,Gris,GALLIUM SILICON SILVER,Tracción delantera,5.0,6.0,4.0,1275.0,Gasolina,2,Roda de bará,43883,Tarragona
12892,Land Rover,Range Rover Evoque,19200.0,190.0,Prof.,SUV/4x4/Pickup,Ocasión,3,España,12,137797.0,2012,Manual,1199.0,4.3,Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,3,Vigo,36214,Pontevedra
12893,Land Rover,Range Rover,688001.0,340.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,80000.0,2017,Automático,1597.0,4.3,Azul,Azul,Tracción delantera,5.0,6.0,4.0,1355.0,Diésel,2,Madrid,28023,Madrid
12894,Land Rover,Range Rover Sport,590001.0,306.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,112044.0,2019,Automático,1399.0,5.1,Rojo,Rojo,Tracción delantera,5.0,6.0,4.0,1278.0,Diésel,4,Madrid,28043,Madrid
12895,Land Rover,Range Rover Sport,54900.0,340.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,70000.0,2018,Automático,1199.0,5.1,Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1165.0,Gasolina,5,Madrid,28043,Madrid
12896,Land Rover,Defender,48000.0,111.0,Prof.,Cabrio,Clásica,3,España,12,100.0,1991,Manual,1910.0,6.4,Negro,Negro,Tracción delantera,5.0,5.0,4.0,1525.0,Diésel,4,Alcobendas,28100,Madrid
12897,Land Rover,Range Rover Sport,36900.0,258.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,97000.0,2017,Automático,1598.0,3.9,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1273.0,Diésel,9,Sabadell,8208,Barcelona
12898,Land Rover,Defender,59900.0,111.0,Prof.,SUV/4x4/Pickup,Ocasión,2,España,12,160000.0,1995,Manual,6592.0,14.1,Verde,Keswick green,Tracción trasera,4.0,8.0,12.0,1995.0,Diésel,5,Alcobendas,28100,Madrid
12899,Land Rover,Range Rover Velar,379001.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,190000.0,2018,Automático,1686.0,4.9,Marrón,Marrón,Tracción delantera,5.0,6.0,4.0,1501.0,Diésel,9,Ciudad real,13004,Ciudad Real
12900,Land Rover,Range Rover Evoque,19990.0,190.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,63800.0,2013,Automático,1199.0,4.3,Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,9,Marbella,29600,Málaga
12901,Land Rover,Range Rover Sport,79900.0,249.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,27400.0,2021,Automático,1598.0,3.9,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1273.0,Diésel,6,San pedro de alcantara,29670,Málaga
12902,Land Rover,Range Rover Sport,149900.0,351.0,Prof.,SUV/4x4/Pickup,Demostración,5,España,36,2900.0,2023,Automático,1910.0,5.9,Negro,Negro,Tracción delantera,7.0,6.0,4.0,1733.0,Diésel,2,Pinto,28320,Madrid
12903,Land Rover,Range Rover,36990.0,340.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,226500.0,2013,Automático,1598.0,4.1,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1355.0,Diésel,2,Erandio,48950,Bizkaia
12904,Land Rover,Range Rover,83900.0,275.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,75000.0,2020,Automático,1199.0,5.1,Gris,SVO Premium Palette Grey,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,2,Malaga,29660,Málaga
12905,Land Rover,Range Rover,186900.0,351.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,11800.0,2022,Automático,1199.0,5.1,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,11,Madrid,28037,Madrid
12906,Land Rover,Range Rover Evoque,16390.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,3,España,12,140225.0,2017,Manual,1199.0,4.3,Otros,Otros,Tracción delantera,5.0,5.0,3.0,1055.0,Diésel,1,28100,28100,Madrid
12907,Land Rover,Defender,34900.0,122.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,192000.0,2007,Manual,1000.0,3.7,Plateado,Plateado,Tracción delantera,5.0,5.0,4.0,1243.0,Diésel,4,Sunbilla,31791,Navarra
12908,Land Rover,Range Rover Sport,26500.0,256.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,97123.0,2012,Automático,1598.0,3.9,Marrón,Marrón,Tracción delantera,5.0,6.0,4.0,1350.0,Diésel,4,Alcala de henares,28806,Madrid
12909,Land Rover,Range Rover Evoque,23900.0,190.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,96900.0,2014,Automático,1598.0,3.9,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1273.0,Diésel,4,Pinto,28320,Madrid
12910,Land Rover,Range Rover Sport,44990.0,258.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,99000.0,2018,Automático,1199.0,5.1,Gris,Gris,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,4,Albatera,3340,Alicante/Alacant
